airport,month_year,freight_mail_value
"Fort Wayne, IN: Fort Wayne International (FWA)",January 2019,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",February 2019,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",March 2019,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",April 2019,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",May 2019,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",June 2019,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",July 2019,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",August 2019,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",September 2019,55m
"Fort Wayne, IN: Fort Wayne International (FWA)",October 2019,56m
"Fort Wayne, IN: Fort Wayne International (FWA)",November 2019,56m
"Fort Wayne, IN: Fort Wayne International (FWA)",December 2019,55m
"Fort Wayne, IN: Fort Wayne International (FWA)",January 2020,55m
"Fort Wayne, IN: Fort Wayne International (FWA)",February 2020,55m
"Fort Wayne, IN: Fort Wayne International (FWA)",March 2020,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",April 2020,53m
"Fort Wayne, IN: Fort Wayne International (FWA)",May 2020,53m
"Fort Wayne, IN: Fort Wayne International (FWA)",June 2020,52m
"Fort Wayne, IN: Fort Wayne International (FWA)",July 2020,52m
"Fort Wayne, IN: Fort Wayne International (FWA)",August 2020,51m
"Fort Wayne, IN: Fort Wayne International (FWA)",September 2020,50m
"Fort Wayne, IN: Fort Wayne International (FWA)",October 2020,49m
"Fort Wayne, IN: Fort Wayne International (FWA)",November 2020,49m
"Fort Wayne, IN: Fort Wayne International (FWA)",December 2020,50m
"Fort Wayne, IN: Fort Wayne International (FWA)",January 2021,51m
"Fort Wayne, IN: Fort Wayne International (FWA)",February 2021,50m
"Fort Wayne, IN: Fort Wayne International (FWA)",March 2021,51m
"Fort Wayne, IN: Fort Wayne International (FWA)",April 2021,53m
"Fort Wayne, IN: Fort Wayne International (FWA)",May 2021,53m
"Fort Wayne, IN: Fort Wayne International (FWA)",June 2021,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",July 2021,55m
"Fort Wayne, IN: Fort Wayne International (FWA)",August 2021,56m
"Fort Wayne, IN: Fort Wayne International (FWA)",September 2021,56m
"Fort Wayne, IN: Fort Wayne International (FWA)",October 2021,57m
"Fort Wayne, IN: Fort Wayne International (FWA)",November 2021,57m
"Fort Wayne, IN: Fort Wayne International (FWA)",December 2021,57m
"Fort Wayne, IN: Fort Wayne International (FWA)",January 2022,57m
"Fort Wayne, IN: Fort Wayne International (FWA)",February 2022,57m
"Fort Wayne, IN: Fort Wayne International (FWA)",March 2022,58m
"Fort Wayne, IN: Fort Wayne International (FWA)",April 2022,57m
"Fort Wayne, IN: Fort Wayne International (FWA)",May 2022,57m
"Fort Wayne, IN: Fort Wayne International (FWA)",June 2022,57m
"Fort Wayne, IN: Fort Wayne International (FWA)",July 2022,56m
"Fort Wayne, IN: Fort Wayne International (FWA)",August 2022,56m
"Fort Wayne, IN: Fort Wayne International (FWA)",September 2022,56m
"Fort Wayne, IN: Fort Wayne International (FWA)",October 2022,55m
"Fort Wayne, IN: Fort Wayne International (FWA)",November 2022,55m
"Fort Wayne, IN: Fort Wayne International (FWA)",December 2022,55m
"Fort Wayne, IN: Fort Wayne International (FWA)",January 2023,55m
"Fort Wayne, IN: Fort Wayne International (FWA)",February 2023,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",March 2023,54m
"Fort Wayne, IN: Fort Wayne International (FWA)",April 2023,52m
"Fort Wayne, IN: Fort Wayne International (FWA)",May 2023,51m
"Fort Wayne, IN: Fort Wayne International (FWA)",June 2023,50m
"Fort Wayne, IN: Fort Wayne International (FWA)",July 2023,49m
"Fort Wayne, IN: Fort Wayne International (FWA)",August 2023,48m
"Fort Wayne, IN: Fort Wayne International (FWA)",September 2023,47m
"Fort Wayne, IN: Fort Wayne International (FWA)",October 2023,45m
"Fort Wayne, IN: Fort Wayne International (FWA)",November 2023,44m
"Fort Wayne, IN: Fort Wayne International (FWA)",December 2023,43m
"Fort Wayne, IN: Fort Wayne International (FWA)",January 2024,42m
"Fort Wayne, IN: Fort Wayne International (FWA)",February 2024,41m
"Fort Wayne, IN: Fort Wayne International (FWA)",March 2024,40m
"Fort Wayne, IN: Fort Wayne International (FWA)",April 2024,40m
"Fort Wayne, IN: Fort Wayne International (FWA)",May 2024,40m
"Fort Wayne, IN: Fort Wayne International (FWA)",June 2024,39m
"Fort Wayne, IN: Fort Wayne International (FWA)",July 2024,40m
"Chicago, IL: Chicago O'Hare International (ORD)",December 2006,"1,377m"
"Chicago, IL: Chicago O'Hare International (ORD)",January 2007,"1,369m"
"Chicago, IL: Chicago O'Hare International (ORD)",February 2007,"1,364m"
"Chicago, IL: Chicago O'Hare International (ORD)",March 2007,"1,346m"
"Chicago, IL: Chicago O'Hare International (ORD)",April 2007,"1,331m"
"Chicago, IL: Chicago O'Hare International (ORD)",May 2007,"1,317m"
"Chicago, IL: Chicago O'Hare International (ORD)",June 2007,"1,301m"
"Chicago, IL: Chicago O'Hare International (ORD)",July 2007,"1,300m"
"Chicago, IL: Chicago O'Hare International (ORD)",August 2007,"1,296m"
"Chicago, IL: Chicago O'Hare International (ORD)",September 2007,"1,281m"
"Chicago, IL: Chicago O'Hare International (ORD)",October 2007,"1,286m"
"Chicago, IL: Chicago O'Hare International (ORD)",November 2007,"1,286m"
"Chicago, IL: Chicago O'Hare International (ORD)",December 2007,"1,283m"
"Chicago, IL: Chicago O'Hare International (ORD)",January 2008,"1,275m"
"Chicago, IL: Chicago O'Hare International (ORD)",February 2008,"1,272m"
"Chicago, IL: Chicago O'Hare International (ORD)",March 2008,"1,230m"
"Chicago, IL: Chicago O'Hare International (ORD)",April 2008,"1,226m"
"Chicago, IL: Chicago O'Hare International (ORD)",May 2008,"1,226m"
"Chicago, IL: Chicago O'Hare International (ORD)",June 2008,"1,215m"
"Chicago, IL: Chicago O'Hare International (ORD)",July 2008,"1,203m"
"Chicago, IL: Chicago O'Hare International (ORD)",August 2008,"1,182m"
"Chicago, IL: Chicago O'Hare International (ORD)",September 2008,"1,162m"
"Chicago, IL: Chicago O'Hare International (ORD)",October 2008,"1,134m"
"Chicago, IL: Chicago O'Hare International (ORD)",November 2008,"1,095m"
"Chicago, IL: Chicago O'Hare International (ORD)",December 2008,"1,061m"
"Chicago, IL: Chicago O'Hare International (ORD)",January 2009,"1,031m"
"Chicago, IL: Chicago O'Hare International (ORD)",February 2009,999m
"Chicago, IL: Chicago O'Hare International (ORD)",March 2009,993m
"Chicago, IL: Chicago O'Hare International (ORD)",April 2009,963m
"Chicago, IL: Chicago O'Hare International (ORD)",May 2009,927m
"Chicago, IL: Chicago O'Hare International (ORD)",June 2009,901m
"Chicago, IL: Chicago O'Hare International (ORD)",July 2009,882m
"Chicago, IL: Chicago O'Hare International (ORD)",August 2009,861m
"Chicago, IL: Chicago O'Hare International (ORD)",September 2009,846m
"Chicago, IL: Chicago O'Hare International (ORD)",October 2009,837m
"Chicago, IL: Chicago O'Hare International (ORD)",November 2009,840m
"Chicago, IL: Chicago O'Hare International (ORD)",December 2009,855m
"Chicago, IL: Chicago O'Hare International (ORD)",January 2010,856m
"Chicago, IL: Chicago O'Hare International (ORD)",February 2010,863m
"Chicago, IL: Chicago O'Hare International (ORD)",March 2010,873m
"Chicago, IL: Chicago O'Hare International (ORD)",April 2010,879m
"Chicago, IL: Chicago O'Hare International (ORD)",May 2010,889m
"Chicago, IL: Chicago O'Hare International (ORD)",June 2010,895m
"Chicago, IL: Chicago O'Hare International (ORD)",July 2010,894m
"Chicago, IL: Chicago O'Hare International (ORD)",August 2010,895m
"Chicago, IL: Chicago O'Hare International (ORD)",September 2010,894m
"Chicago, IL: Chicago O'Hare International (ORD)",October 2010,887m
"Chicago, IL: Chicago O'Hare International (ORD)",November 2010,882m
"Chicago, IL: Chicago O'Hare International (ORD)",December 2010,872m
"Chicago, IL: Chicago O'Hare International (ORD)",January 2011,871m
"Chicago, IL: Chicago O'Hare International (ORD)",February 2011,861m
"Chicago, IL: Chicago O'Hare International (ORD)",March 2011,858m
"Chicago, IL: Chicago O'Hare International (ORD)",April 2011,849m
"Chicago, IL: Chicago O'Hare International (ORD)",May 2011,837m
"Chicago, IL: Chicago O'Hare International (ORD)",June 2011,829m
"Chicago, IL: Chicago O'Hare International (ORD)",July 2011,819m
"Chicago, IL: Chicago O'Hare International (ORD)",August 2011,813m
"Chicago, IL: Chicago O'Hare International (ORD)",September 2011,807m
"Chicago, IL: Chicago O'Hare International (ORD)",October 2011,798m
"Chicago, IL: Chicago O'Hare International (ORD)",November 2011,790m
"Chicago, IL: Chicago O'Hare International (ORD)",December 2011,785m
"Chicago, IL: Chicago O'Hare International (ORD)",January 2012,779m
"Chicago, IL: Chicago O'Hare International (ORD)",February 2012,779m
"Chicago, IL: Chicago O'Hare International (ORD)",March 2012,776m
"Chicago, IL: Chicago O'Hare International (ORD)",April 2012,769m
"Chicago, IL: Chicago O'Hare International (ORD)",May 2012,770m
"Chicago, IL: Chicago O'Hare International (ORD)",June 2012,766m
"Chicago, IL: Chicago O'Hare International (ORD)",July 2012,762m
"Chicago, IL: Chicago O'Hare International (ORD)",August 2012,760m
"Chicago, IL: Chicago O'Hare International (ORD)",September 2012,755m
"Chicago, IL: Chicago O'Hare International (ORD)",October 2012,754m
"Chicago, IL: Chicago O'Hare International (ORD)",November 2012,756m
"Chicago, IL: Chicago O'Hare International (ORD)",December 2012,746m
"Chicago, IL: Chicago O'Hare International (ORD)",January 2013,746m
"Chicago, IL: Chicago O'Hare International (ORD)",February 2013,739m
"Chicago, IL: Chicago O'Hare International (ORD)",March 2013,731m
"Chicago, IL: Chicago O'Hare International (ORD)",April 2013,728m
"Chicago, IL: Chicago O'Hare International (ORD)",May 2013,724m
"Chicago, IL: Chicago O'Hare International (ORD)",June 2013,722m
"Chicago, IL: Chicago O'Hare International (ORD)",July 2013,722m
"Chicago, IL: Chicago O'Hare International (ORD)",August 2013,723m
"Chicago, IL: Chicago O'Hare International (ORD)",September 2013,722m
"Chicago, IL: Chicago O'Hare International (ORD)",October 2013,729m
"Chicago, IL: Chicago O'Hare International (ORD)",November 2013,740m
"Chicago, IL: Chicago O'Hare International (ORD)",December 2013,751m
"Chicago, IL: Chicago O'Hare International (ORD)",January 2014,755m
"Chicago, IL: Chicago O'Hare International (ORD)",February 2014,760m
"Chicago, IL: Chicago O'Hare International (ORD)",March 2014,772m
"Chicago, IL: Chicago O'Hare International (ORD)",April 2014,784m
"Chicago, IL: Chicago O'Hare International (ORD)",May 2014,793m
"Chicago, IL: Chicago O'Hare International (ORD)",June 2014,798m
"Chicago, IL: Chicago O'Hare International (ORD)",July 2014,809m
"Chicago, IL: Chicago O'Hare International (ORD)",August 2014,815m
"Chicago, IL: Chicago O'Hare International (ORD)",September 2014,825m
"Chicago, IL: Chicago O'Hare International (ORD)",October 2014,833m
"Chicago, IL: Chicago O'Hare International (ORD)",November 2014,834m
"Chicago, IL: Chicago O'Hare International (ORD)",December 2014,831m
"Chicago, IL: Chicago O'Hare International (ORD)",January 2015,832m
"Chicago, IL: Chicago O'Hare International (ORD)",February 2015,842m
"Chicago, IL: Chicago O'Hare International (ORD)",March 2015,848m
"Chicago, IL: Chicago O'Hare International (ORD)",April 2015,846m
"Chicago, IL: Chicago O'Hare International (ORD)",May 2015,843m
"Chicago, IL: Chicago O'Hare International (ORD)",June 2015,846m
"Chicago, IL: Chicago O'Hare International (ORD)",July 2015,846m
"Chicago, IL: Chicago O'Hare International (ORD)",August 2015,841m
"Chicago, IL: Chicago O'Hare International (ORD)",September 2015,841m
"Chicago, IL: Chicago O'Hare International (ORD)",October 2015,834m
"Chicago, IL: Chicago O'Hare International (ORD)",November 2015,825m
"Chicago, IL: Chicago O'Hare International (ORD)",December 2015,828m
"Chicago, IL: Chicago O'Hare International (ORD)",January 2016,825m
"Chicago, IL: Chicago O'Hare International (ORD)",February 2016,818m
"Chicago, IL: Chicago O'Hare International (ORD)",March 2016,822m
"Chicago, IL: Chicago O'Hare International (ORD)",April 2016,832m
"Chicago, IL: Chicago O'Hare International (ORD)",May 2016,844m
"Chicago, IL: Chicago O'Hare International (ORD)",June 2016,858m
"Chicago, IL: Chicago O'Hare International (ORD)",July 2016,867m
"Chicago, IL: Chicago O'Hare International (ORD)",August 2016,890m
"Chicago, IL: Chicago O'Hare International (ORD)",September 2016,913m
"Chicago, IL: Chicago O'Hare International (ORD)",October 2016,937m
"Chicago, IL: Chicago O'Hare International (ORD)",November 2016,967m
"Chicago, IL: Chicago O'Hare International (ORD)",December 2016,979m
"Chicago, IL: Chicago O'Hare International (ORD)",January 2017,998m
"Chicago, IL: Chicago O'Hare International (ORD)",February 2017,"1,010m"
"Chicago, IL: Chicago O'Hare International (ORD)",March 2017,"1,018m"
"Chicago, IL: Chicago O'Hare International (ORD)",April 2017,"1,028m"
"Chicago, IL: Chicago O'Hare International (ORD)",May 2017,"1,043m"
"Chicago, IL: Chicago O'Hare International (ORD)",June 2017,"1,042m"
"Chicago, IL: Chicago O'Hare International (ORD)",July 2017,"1,050m"
"Chicago, IL: Chicago O'Hare International (ORD)",August 2017,"1,058m"
"Chicago, IL: Chicago O'Hare International (ORD)",September 2017,"1,055m"
"Chicago, IL: Chicago O'Hare International (ORD)",October 2017,"1,056m"
"Chicago, IL: Chicago O'Hare International (ORD)",November 2017,"1,057m"
"Chicago, IL: Chicago O'Hare International (ORD)",December 2017,"1,057m"
"Chicago, IL: Chicago O'Hare International (ORD)",January 2018,"1,061m"
"Chicago, IL: Chicago O'Hare International (ORD)",February 2018,"1,061m"
"Chicago, IL: Chicago O'Hare International (ORD)",March 2018,"1,063m"
"Chicago, IL: Chicago O'Hare International (ORD)",April 2018,"1,062m"
"Chicago, IL: Chicago O'Hare International (ORD)",May 2018,"1,059m"
"Chicago, IL: Chicago O'Hare International (ORD)",June 2018,"1,065m"
"Chicago, IL: Chicago O'Hare International (ORD)",July 2018,"1,065m"
"Chicago, IL: Chicago O'Hare International (ORD)",August 2018,"1,068m"
"Chicago, IL: Chicago O'Hare International (ORD)",September 2018,"1,079m"
"Chicago, IL: Chicago O'Hare International (ORD)",October 2018,"1,085m"
"Chicago, IL: Chicago O'Hare International (ORD)",November 2018,"1,080m"
"Chicago, IL: Chicago O'Hare International (ORD)",December 2018,"1,080m"
"Chicago, IL: Chicago O'Hare International (ORD)",January 2019,"1,084m"
"Chicago, IL: Chicago O'Hare International (ORD)",February 2019,"1,086m"
"Chicago, IL: Chicago O'Hare International (ORD)",March 2019,"1,103m"
"Chicago, IL: Chicago O'Hare International (ORD)",April 2019,"1,124m"
"Chicago, IL: Chicago O'Hare International (ORD)",May 2019,"1,142m"
"Chicago, IL: Chicago O'Hare International (ORD)",June 2019,"1,169m"
"Chicago, IL: Chicago O'Hare International (ORD)",July 2019,"1,188m"
"Chicago, IL: Chicago O'Hare International (ORD)",August 2019,"1,200m"
"Chicago, IL: Chicago O'Hare International (ORD)",September 2019,"1,212m"
"Chicago, IL: Chicago O'Hare International (ORD)",October 2019,"1,213m"
"Chicago, IL: Chicago O'Hare International (ORD)",November 2019,"1,223m"
"Chicago, IL: Chicago O'Hare International (ORD)",December 2019,"1,221m"
"Chicago, IL: Chicago O'Hare International (ORD)",January 2020,"1,227m"
"Chicago, IL: Chicago O'Hare International (ORD)",February 2020,"1,241m"
"Chicago, IL: Chicago O'Hare International (ORD)",March 2020,"1,257m"
"Chicago, IL: Chicago O'Hare International (ORD)",April 2020,"1,266m"
"Chicago, IL: Chicago O'Hare International (ORD)",May 2020,"1,258m"
"Chicago, IL: Chicago O'Hare International (ORD)",June 2020,"1,252m"
"Chicago, IL: Chicago O'Hare International (ORD)",July 2020,"1,261m"
