Airport Code,City Name,State Name,Average Fare ($),Inflation Adjusted Average Fare ($) (Base Quarter: Q2-2024),Year,Quarter
LAA,Lamar,CO,380.60,703.11,2000,Q1
LAF,Lafayette,IN,413.86,764.56,2000,Q1
LMT,Klamath Falls,OR,321.93,594.72,2000,Q1
LRU,Las Cruces,NM,471.67,871.35,2000,Q1
LWT,Lewistown,MT,373.00,689.07,2000,Q1
MCE,Merced,CA,359.00,663.21,2000,Q1
MCG,McGrath,AK,580.00,1071.48,2000,Q1
MDY,Midway Island,TT,416.00,768.51,2000,Q1
MLS,Miles City,MT,419.00,774.05,2000,Q1
MOD,Modesto,CA,417.10,770.54,2000,Q1
MOU,Mountain Village,AK,498.00,919.99,2000,Q1
MTH,Marathon,FL,377.38,697.16,2000,Q1
MTM,Metlakatla,AK,312.00,576.38,2000,Q1
MTO,Mattoon/Charleston,IL,445.40,822.82,2000,Q1
MWH,Moses Lake,WA,228.89,422.84,2000,Q1
MYU,Mekoryuk,AK,502.80,928.86,2000,Q1
NME,Nightmute,AK,606.33,1120.13,2000,Q1
NUI,Nuiqsut,AK,795.00,1468.66,2000,Q1
NUL,Nulato,AK,541.00,999.43,2000,Q1
NUP,Nunapitchuk,AK,426.00,786.98,2000,Q1
NYC,New York,NY,309.00,570.84,2000,Q1
OBU,Kobuk,AK,827.00,1527.78,2000,Q1
ODW,Oak Harbor,WA,383.15,707.82,2000,Q1
OFK,Norfolk,NE,450.62,832.46,2000,Q1
ONP,Newport,OR,494.09,912.76,2000,Q1
OOK,Toksook,AK,470.75,869.65,2000,Q1
OSH,Oshkosh,WI,343.36,634.31,2000,Q1
OTM,Ottumwa,IA,435.64,804.78,2000,Q1
OXR,Oxnard/Ventura,CA,374.10,691.10,2000,Q1
PFN,Panama City,FL,463.21,855.73,2000,Q1
PHO,Point Hope,AK,703.25,1299.17,2000,Q1
PIZ,Point Lay,AK,893.00,1649.71,2000,Q1
PLB,Plattsburgh,NY,373.02,689.11,2000,Q1
PNC,Ponca City,OK,302.10,558.09,2000,Q1
POU,Poughkeepsie,NY,422.00,779.59,2000,Q1
PQS,Pilot Station,AK,959.00,1771.63,2000,Q1
PTU,Platinum,AK,424.00,783.29,2000,Q1
RDG,Reading,PA,474.06,875.76,2000,Q1
RMP,Rampart,AK,311.00,574.53,2000,Q1
RWI,Rocky Mount,NC,377.61,697.59,2000,Q1
SAC,Sacramento,CA,152.67,282.03,2000,Q1
SCM,Scammon Bay,AK,461.00,851.64,2000,Q1
SKK,Shaktoolik,AK,360.00,665.06,2000,Q1
SNP,St. Paul,AK,674.35,1245.78,2000,Q1
SOP,Pinehurst/Southern Pines,NC,405.37,748.86,2000,Q1
SPW,Spencer,IA,524.12,968.25,2000,Q1
SVA,Savoonga,AK,586.00,1082.56,2000,Q1
SVC,Silver City/Hurley,NM,697.00,1287.62,2000,Q1
TLA,Teller,AK,1206.00,2227.93,2000,Q1
TNK,Tununak,AK,555.00,1025.29,2000,Q1
TOG,Togiak,AK,422.40,780.33,2000,Q1
UCA,Utica/Rome,NY,280.50,518.19,2000,Q1
VAK,Chevak,AK,484.55,895.14,2000,Q1
VIS,Visalia,CA,401.00,740.80,2000,Q1
WBB,Stebbins,AK,642.33,1186.63,2000,Q1
WDG,Enid,OK,310.17,572.99,2000,Q1
WLK,Selawik,AK,557.67,1030.22,2000,Q1
WMH,Mountain Home,AR,366.75,677.52,2000,Q1
WMO,White Mountain,AK,1058.00,1954.52,2000,Q1
WRL,Worland,WY,619.84,1145.07,2000,Q1
WTK,Noatak,AK,892.33,1648.47,2000,Q1
WTL,Tuntutuliak,AK,268.00,495.10,2000,Q1
WWT,Newtok,AK,277.00,511.72,2000,Q1
YKN,Yankton,SD,380.33,702.62,2000,Q1
YNG,Youngstown/Warren,OH,392.10,724.36,2000,Q1
LAX,Los Angeles,CA,355.78,650.38,2000,Q2
ORD,Chicago-O'Hare,IL,406.74,743.52,2000,Q2
DEN,Denver,CO,442.37,808.66,2000,Q2
ATL,Atlanta,GA,327.24,598.20,2000,Q2
EWR,Newark,NJ,449.78,822.20,2000,Q2
BOS,Boston,MA,402.11,735.06,2000,Q2
SEA,Seattle,WA,333.60,609.82,2000,Q2
DFW,Dallas-DFW,TX,438.47,801.53,2000,Q2
MCO,Orlando,FL,284.10,519.34,2000,Q2
SFO,San Francisco,CA,451.79,825.89,2000,Q2
PHX,Phoenix,AZ,270.27,494.05,2000,Q2
LGA,New York-La Guardia,NY,366.18,669.38,2000,Q2
JFK,New York-JFK,NY,460.03,840.94,2000,Q2
LAS,Las Vegas,NV,225.29,411.83,2000,Q2
MSP,Minneapolis,MN,396.08,724.04,2000,Q2
IAH,Houston-Intercontinental,TX,412.47,753.99,2000,Q2
PHL,Philadelphia,PA,421.74,770.95,2000,Q2
FLL,Fort Lauderdale,FL,259.84,474.98,2000,Q2
SAN,San Diego,CA,301.11,550.43,2000,Q2
DTW,Detroit,MI,328.98,601.39,2000,Q2
DCA,Washington-Reagan National,DC,352.68,644.71,2000,Q2
TPA,Tampa,FL,280.54,512.83,2000,Q2
BWI,Baltimore,MD,283.80,518.78,2000,Q2
AUS,Austin,TX,345.78,632.09,2000,Q2
MIA,Miami,FL,366.44,669.86,2000,Q2
PDX,Portland,OR,305.37,558.22,2000,Q2
BNA,Nashville,TN,293.07,535.74,2000,Q2
CLT,Charlotte,NC,485.94,888.30,2000,Q2
SLC,Salt Lake City,UT,292.91,535.44,2000,Q2
RDU,Raleigh/Durham,NC,303.58,554.94,2000,Q2
SMF,Sacramento,CA,268.29,490.43,2000,Q2
HNL,Honolulu,HI,141.37,258.43,2000,Q2
MDW,Chicago-Midway,IL,216.74,396.21,2000,Q2
STL,St. Louis,MO,345.49,631.55,2000,Q2
SJC,San Jose,CA,306.85,560.93,2000,Q2
IAD,Washington-Dulles,DC,434.55,794.37,2000,Q2
MCI,Kansas City,MO,282.42,516.27,2000,Q2
DAL,Dallas-Love Field,TX,174.46,318.91,2000,Q2
IND,Indianapolis,IN,309.52,565.81,2000,Q2
CLE,Cleveland,OH,340.95,623.25,2000,Q2
SNA,Santa Ana,CA,366.98,670.84,2000,Q2
OAK,Oakland,CA,239.42,437.67,2000,Q2
SAT,San Antonio,TX,300.54,549.39,2000,Q2
MSY,New Orleans,LA,270.95,495.29,2000,Q2
PIT,Pittsburgh,PA,417.99,764.09,2000,Q2
SJU,San Juan,PR,345.91,632.33,2000,Q2
CVG,Cincinnati,OH,452.47,827.11,2000,Q2
CMH,Columbus,OH,307.19,561.55,2000,Q2
HOU,Houston-Hobby,TX,219.12,400.55,2000,Q2
RSW,Fort Myers,FL,302.80,553.52,2000,Q2
BDL,Hartford,CT,334.65,611.75,2000,Q2
PBI,West Palm Beach/Palm Beach,FL,321.65,587.97,2000,Q2
JAX,Jacksonville,FL,288.78,527.89,2000,Q2
ONT,Ontario,CA,255.45,466.97,2000,Q2
MKE,Milwaukee,WI,364.04,665.47,2000,Q2
BUR,Burbank,CA,186.20,340.37,2000,Q2
RIC,Richmond,VA,479.72,876.94,2000,Q2
CHS,Charleston,SC,453.96,829.84,2000,Q2
OMA,Omaha,NE,305.81,559.02,2000,Q2
BUF,Buffalo,NY,297.36,543.59,2000,Q2
MEM,Memphis,TN,364.45,666.22,2000,Q2
BOI,Boise,ID,274.94,502.60,2000,Q2
ABQ,Albuquerque,NM,274.50,501.79,2000,Q2
ORF,Norfolk,VA,381.95,698.21,2000,Q2
SDF,Louisville,KY,290.12,530.34,2000,Q2
ELP,El Paso,TX,260.45,476.10,2000,Q2
OKC,Oklahoma City,OK,310.39,567.39,2000,Q2
GRR,Grand Rapids,MI,422.16,771.71,2000,Q2
OGG,Kahului,HI,69.52,127.08,2000,Q2
ANC,Anchorage,AK,400.90,732.85,2000,Q2
GEG,Spokane,WA,255.66,467.35,2000,Q2
PVD,Providence,RI,304.13,555.95,2000,Q2
RNO,Reno,NV,223.59,408.73,2000,Q2
TUS,Tucson,AZ,295.10,539.45,2000,Q2
LGB,Long Beach,CA,327.04,597.83,2000,Q2
DSM,Des Moines,IA,431.55,788.88,2000,Q2
SYR,Syracuse,NY,401.49,733.93,2000,Q2
SRQ,Sarasota/Bradenton,FL,330.42,604.00,2000,Q2
TUL,Tulsa,OK,304.07,555.84,2000,Q2
ALB,Albany,NY,347.20,634.69,2000,Q2
BHM,Birmingham,AL,315.01,575.84,2000,Q2
SAV,Savannah,GA,324.53,593.24,2000,Q2
ROC,Rochester,NY,413.80,756.43,2000,Q2
HPN,White Plains,NY,570.54,1042.96,2000,Q2
KOA,Kona,HI,71.14,130.05,2000,Q2
TYS,Knoxville,TN,394.24,720.68,2000,Q2
GSP,Greenville-Spartanburg,SC,499.18,912.50,2000,Q2
PNS,Pensacola,FL,408.13,746.06,2000,Q2
LIH,Lihue,HI,54.06,98.82,2000,Q2
COS,Colorado Springs,CO,414.37,757.47,2000,Q2
MYR,Myrtle Beach,SC,247.01,451.53,2000,Q2
FAT,Fresno,CA,400.06,731.31,2000,Q2
LIT,Little Rock,AR,302.27,552.56,2000,Q2
PWM,Portland,ME,449.76,822.17,2000,Q2
MSN,Madison,WI,420.63,768.91,2000,Q2
AVL,Asheville,NC,452.73,827.60,2000,Q2
BZN,Bozeman,MT,449.37,821.45,2000,Q2
PSP,Palm Springs,CA,421.17,769.90,2000,Q2
XNA,Fayetteville,AR,439.61,803.61,2000,Q2
SFB,Sanford,FL,116.59,213.13,2000,Q2
PIE,St. Petersburg,FL,195.77,357.87,2000,Q2
EUG,Eugene,OR,389.56,712.11,2000,Q2
ICT,Wichita,KS,430.10,786.23,2000,Q2
GSO,Greensboro/High Point,NC,372.14,680.28,2000,Q2
CID,Cedar Rapids/Iowa City,IA,436.54,798.01,2000,Q2
MDT,Harrisburg,PA,452.80,827.73,2000,Q2
HVN,New Haven,CT,388.58,710.34,2000,Q2
HSV,Huntsville,AL,473.34,865.27,2000,Q2
FSD,Sioux Falls,SD,404.57,739.56,2000,Q2
ISP,Islip,NY,222.08,405.96,2000,Q2
MHT,Manchester,NH,313.64,573.33,2000,Q2
BTV,Burlington,VT,459.93,840.76,2000,Q2
MAF,Midland/Odessa,TX,224.24,409.90,2000,Q2
VPS,Valparaiso,FL,315.43,576.61,2000,Q2
LEX,Lexington,KY,406.12,742.40,2000,Q2
JAN,Jackson/Vicksburg,MS,328.44,600.40,2000,Q2
ITO,Hilo,HI,51.65,94.41,2000,Q2
MFE,Mission/McAllen/Edinburg,TX,356.27,651.27,2000,Q2
ILM,Wilmington,NC,405.89,741.98,2000,Q2
SGF,Springfield,MO,474.52,867.44,2000,Q2
SBA,Santa Barbara,CA,424.17,775.38,2000,Q2
DAY,Dayton,OH,341.82,624.85,2000,Q2
CAE,Columbia,SC,477.37,872.64,2000,Q2
ATW,Appleton,WI,487.37,890.92,2000,Q2
FAR,Fargo,ND,492.53,900.35,2000,Q2
RDM,Bend/Redmond,OR,396.01,723.92,2000,Q2
LBB,Lubbock,TX,229.61,419.73,2000,Q2
ABE,Allentown/Bethlehem/Easton,PA,448.41,819.70,2000,Q2
MFR,Medford,OR,375.86,687.09,2000,Q2
CHA,Chattanooga,TN,421.85,771.15,2000,Q2
FAI,Fairbanks,AK,364.27,665.88,2000,Q2
HRL,Harlingen/San Benito,TX,209.54,383.05,2000,Q2
PSC,Pasco/Kennewick/Richland,WA,397.27,726.22,2000,Q2
SBN,South Bend,IN,389.39,711.80,2000,Q2
ACY,Atlantic City,NJ,223.75,409.02,2000,Q2
BQN,Aguadilla,PR,232.86,425.67,2000,Q2
FWA,Fort Wayne,IN,424.35,775.72,2000,Q2
MSO,Missoula,MT,445.27,813.96,2000,Q2
CAK,Akron,OH,276.29,505.07,2000,Q2
BIL,Billings,MT,432.46,790.54,2000,Q2
TLH,Tallahassee,FL,390.90,714.56,2000,Q2
PIA,Peoria,IL,406.71,743.48,2000,Q2
STT,Charlotte Amalie,VI,329.93,603.11,2000,Q2
AMA,Amarillo,TX,244.50,446.96,2000,Q2
BLI,Bellingham,WA,345.39,631.38,2000,Q2
BTR,Baton Rouge,LA,354.28,647.62,2000,Q2
FNT,Flint,MI,294.55,538.44,2000,Q2
FCA,Kalispell,MT,396.50,724.81,2000,Q2
ROA,Roanoke,VA,470.86,860.73,2000,Q2
CRP,Corpus Christi,TX,283.90,518.97,2000,Q2
BGR,Bangor,ME,405.00,740.34,2000,Q2
STS,Santa Rosa,CA,498.14,910.60,2000,Q2
GRB,Green Bay,WI,435.74,796.55,2000,Q2
CHO,Charlottesville,VA,499.57,913.21,2000,Q2
SBP,San Luis Obispo,CA,448.58,820.01,2000,Q2
SHV,Shreveport,LA,396.79,725.34,2000,Q2
TVC,Traverse City,MI,426.54,779.72,2000,Q2
RAP,Rapid City,SD,438.09,800.83,2000,Q2
MLI,Moline,IL,351.18,641.95,2000,Q2
AGS,Augusta,GA,482.13,881.34,2000,Q2
DAB,Daytona Beach,FL,378.68,692.23,2000,Q2
JAC,Jackson,WY,584.74,1068.91,2000,Q2
BIS,Bismarck/Mandan,ND,464.46,849.05,2000,Q2
GNV,Gainesville,FL,443.20,810.17,2000,Q2
IDA,Idaho Falls,ID,420.18,768.09,2000,Q2
EYW,Key West,FL,345.31,631.22,2000,Q2
GPT,Gulfport/Biloxi,MS,232.12,424.31,2000,Q2
JNU,Juneau,AK,340.61,622.65,2000,Q2
MOB,Mobile,AL,459.14,839.31,2000,Q2
GJT,Grand Junction,CO,446.44,816.09,2000,Q2
LFT,Lafayette,LA,372.10,680.20,2000,Q2
MRY,Monterey,CA,481.19,879.62,2000,Q2
MLB,Melbourne,FL,387.70,708.71,2000,Q2
TRI,Bristol/Johnson City/Kingsport,TN,458.75,838.61,2000,Q2
BRO,Brownsville,TX,391.32,715.34,2000,Q2
AVP,Scranton/Wilkes-Barre,PA,455.78,833.17,2000,Q2
BFL,Bakersfield,CA,384.90,703.61,2000,Q2
CRW,Charleston/Dunbar,WV,443.25,810.26,2000,Q2
FAY,Fayetteville,NC,394.64,721.41,2000,Q2
BMI,Bloomington/Normal,IL,290.90,531.77,2000,Q2
GTF,Great Falls,MT,423.08,773.40,2000,Q2
ASE,Aspen,CO,544.73,995.76,2000,Q2
DRO,Durango,CO,495.82,906.36,2000,Q2
PSE,Ponce,PR,302.42,552.83,2000,Q2
MGM,Montgomery,AL,412.30,753.69,2000,Q2
RFD,Rockford,IL,272.88,498.82,2000,Q2
EVV,Evansville,IN,406.42,742.95,2000,Q2
MTJ,Montrose/Delta,CO,480.13,877.69,2000,Q2
STX,Christiansted,VI,301.49,551.14,2000,Q2
MOT,Minot,ND,453.85,829.64,2000,Q2
LRD,Laredo,TX,359.16,656.54,2000,Q2
OAJ,Jacksonville/Camp Lejeune,NC,394.36,720.89,2000,Q2
ORH,Worcester,MA,327.25,598.21,2000,Q2
SCE,State College,PA,517.01,945.10,2000,Q2
DLH,Duluth,MN,473.08,864.80,2000,Q2
SGU,St. George,UT,365.43,668.00,2000,Q2
ACV,Arcata/Eureka,CA,331.86,606.64,2000,Q2
HDN,Hayden,CO,582.90,1065.55,2000,Q2
LAN,Lansing,MI,363.08,663.72,2000,Q2
LNK,Lincoln,NE,364.11,665.60,2000,Q2
SAF,Santa Fe,NM,543.71,993.92,2000,Q2
HTS,Ashland,WV,471.15,861.26,2000,Q2
EGE,Eagle,CO,595.82,1089.16,2000,Q2
GFK,Grand Forks,ND,432.64,790.88,2000,Q2
AZO,Kalamazoo,MI,471.36,861.65,2000,Q2
COU,Columbia,MO,438.73,802.00,2000,Q2
LBE,Latrobe,PA,598.35,1093.78,2000,Q2
ELM,Elmira/Corning,NY,488.35,892.72,2000,Q2
SWF,Newburgh/Poughkeepsie,NY,413.83,756.49,2000,Q2
MLU,Monroe,LA,434.01,793.37,2000,Q2
BET,Bethel,AK,365.92,668.91,2000,Q2
KTN,Ketchikan,AK,387.22,707.84,2000,Q2
MBS,Saginaw/Bay City/Midland,MI,406.73,743.51,2000,Q2
ACK,Nantucket,MA,343.58,628.07,2000,Q2
AEX,Alexandria,LA,374.37,684.36,2000,Q2
RDD,Redding,CA,364.23,665.81,2000,Q2
LCH,Lake Charles,LA,365.26,667.70,2000,Q2
CPR,Casper,WY,463.05,846.46,2000,Q2
HLN,Helena,MT,494.75,904.41,2000,Q2
TOL,Toledo,OH,370.73,677.70,2000,Q2
ABI,Abilene,TX,373.81,683.33,2000,Q2
CWA,Mosinee,WI,474.29,867.01,2000,Q2
LYH,Lynchburg,VA,562.42,1028.12,2000,Q2
GUM,Guam,TT,826.59,1511.01,2000,Q2
RST,Rochester,MN,476.97,871.91,2000,Q2
SUN,Sun Valley/Hailey/Ketchum,ID,408.70,747.11,2000,Q2
PHF,Newport News/Williamsburg,VA,235.81,431.07,2000,Q2
YUM,Yuma,AZ,373.72,683.16,2000,Q2
GRI,Grand Island,NE,346.75,633.87,2000,Q2
CMI,Champaign/Urbana,IL,406.40,742.90,2000,Q2
SIT,Sitka,AK,315.45,576.64,2000,Q2
PUW,Pullman,WA,295.77,540.67,2000,Q2
PSM,Portsmouth,NH,115.16,210.51,2000,Q2
ADQ,Kodiak,AK,450.21,823.00,2000,Q2
HHH,Hilton Head,SC,450.69,823.86,2000,Q2
FSM,Fort Smith,AR,422.79,772.86,2000,Q2
FLG,Flagstaff,AZ,412.60,754.24,2000,Q2
CLL,College Station/Bryan,TX,391.69,716.01,2000,Q2
TYR,Tyler,TX,437.25,799.30,2000,Q2
SPI,Springfield,IL,457.38,836.10,2000,Q2
ITH,Ithaca/Cortland,NY,454.52,830.87,2000,Q2
MVY,Martha's Vineyard,MA,429.03,784.27,2000,Q2
EWN,New Bern/Morehead/Beaufort,NC,355.90,650.59,2000,Q2
ERI,Erie,PA,392.50,717.50,2000,Q2
SBY,Salisbury,MD,322.15,588.89,2000,Q2
ACT,Waco,TX,408.71,747.13,2000,Q2
SJT,San Angelo,TX,397.78,727.14,2000,Q2
MHK,Manhattan/Ft. Riley,KS,342.28,625.70,2000,Q2
CSG,Columbus,GA,379.71,694.12,2000,Q2
TXK,Texarkana,AR,474.62,867.61,2000,Q2
CKB,Clarksburg/Fairmont,WV,556.23,1016.80,2000,Q2
LAW,Lawton/Fort Sill,OK,346.66,633.69,2000,Q2
BGM,Binghamton,NY,500.11,914.20,2000,Q2
ROW,Roswell,NM,663.73,1213.30,2000,Q2
VLD,Valdosta,GA,444.33,812.25,2000,Q2
HGR,Hagerstown,MD,428.97,784.17,2000,Q2
OME,Nome,AK,482.28,881.62,2000,Q2
LSE,La Crosse,WI,472.72,864.14,2000,Q2
MQT,Marquette,MI,385.95,705.52,2000,Q2
BPT,Beaumont/Port Arthur,TX,359.52,657.20,2000,Q2
GGG,Longview,TX,410.27,749.97,2000,Q2
OTZ,Kotzebue,AK,429.39,784.93,2000,Q2
GTR,Columbus,MS,496.53,907.66,2000,Q2
PPG,Pago Pago,TT,589.62,1077.83,2000,Q2
LWS,Lewiston,ID,282.69,516.76,2000,Q2
BRW,Barrow,AK,490.67,896.96,2000,Q2
PGV,Greenville,NC,475.34,868.92,2000,Q2
ABY,Albany,GA,505.89,924.78,2000,Q2
COD,Cody,WY,496.82,908.19,2000,Q2
DHN,Dothan,AL,460.86,842.46,2000,Q2
STC,St. Cloud,MN,512.64,937.12,2000,Q2
SPS,Wichita Falls,TX,356.77,652.18,2000,Q2
GUC,Gunnison,CO,569.73,1041.47,2000,Q2
GCC,Gillette,WY,535.81,979.46,2000,Q2
BJI,Bemidji,MN,448.41,819.69,2000,Q2
EAT,Wenatchee,WA,292.53,534.74,2000,Q2
SCC,Deadhorse,AK,312.47,571.20,2000,Q2
DIK,Dickinson,ND,452.79,827.70,2000,Q2
CIU,Sault Ste. Marie,MI,443.56,810.83,2000,Q2
SHR,Sheridan,WY,553.87,1012.48,2000,Q2
GCK,Garden City,KS,491.19,897.90,2000,Q2
BQK,Brunswick,GA,373.77,683.26,2000,Q2
ART,Watertown,NY,528.30,965.75,2000,Q2
ABR,Aberdeen,SD,508.06,928.74,2000,Q2
ALW,Walla Walla,WA,272.51,498.15,2000,Q2
DLG,Dillingham,AK,396.12,724.12,2000,Q2
FLO,Florence,SC,521.44,953.20,2000,Q2
DBQ,Dubuque,IA,412.61,754.25,2000,Q2
YKM,Yakima,WA,347.38,635.01,2000,Q2
RHI,Rhinelander,WI,449.29,821.30,2000,Q2
TWF,Twin Falls,ID,396.10,724.08,2000,Q2
PLN,Pellston,MI,449.09,820.93,2000,Q2
IMT,Iron Mountain/Kingsfd,MI,465.28,850.53,2000,Q2
EAU,Eau Claire,WI,523.72,957.37,2000,Q2
SPN,Saipan,TT,438.72,801.99,2000,Q2
PQI,Presque Isle/Houlton,ME,415.35,759.27,2000,Q2
PIH,Pocatello,ID,411.81,752.79,2000,Q2
SUX,Sioux City,IA,407.38,744.69,2000,Q2
PSG,Petersburg,AK,310.08,566.84,2000,Q2
CMX,Hancock/Houghton,MI,431.11,788.07,2000,Q2
RKS,Rock Springs,WY,592.79,1083.62,2000,Q2
AKN,King Salmon,AK,457.48,836.28,2000,Q2
LAR,Laramie,WY,548.73,1003.09,2000,Q2
BRD,Brainerd,MN,518.87,948.51,2000,Q2
RIW,Riverton/Lander,WY,555.89,1016.17,2000,Q2
BTM,Butte,MT,444.65,812.83,2000,Q2
HYA,Hyannis,MA,388.97,711.04,2000,Q2
CYS,Cheyenne,WY,521.86,953.96,2000,Q2
ESC,Escanaba,MI,416.21,760.84,2000,Q2
SMX,Santa Maria,CA,470.37,859.84,2000,Q2
LBF,North Platte,NE,498.65,911.53,2000,Q2
HIB,Hibbing,MN,458.48,838.11,2000,Q2
VEL,Vernal,UT,406.57,743.22,2000,Q2
CDV,Cordova,AK,305.62,558.67,2000,Q2
EAR,Kearney,NE,410.55,750.50,2000,Q2
EKO,Elko,NV,321.80,588.25,2000,Q2
ALO,Waterloo,IA,453.77,829.49,2000,Q2
MEI,Meridian,MS,400.94,732.92,2000,Q2
OTH,North Bend/Coos Bay,OR,290.98,531.91,2000,Q2
WRG,Wrangell,AK,329.65,602.60,2000,Q2
CDC,Cedar City,UT,328.71,600.88,2000,Q2
JST,Johnstown,PA,543.01,992.63,2000,Q2
PIR,Pierre,SD,485.53,887.56,2000,Q2
VCT,Victoria,TX,396.65,725.08,2000,Q2
PRC,Prescott,AZ,339.50,620.61,2000,Q2
BFF,Scottsbluff,NE,567.37,1037.16,2000,Q2
DEC,Decatur,IL,511.11,934.31,2000,Q2
INL,International Falls,MN,413.69,756.24,2000,Q2
APN,Alpena,MI,453.97,829.87,2000,Q2
SLN,Salina,KS,519.31,949.31,2000,Q2
OWB,Owensboro,KY,326.08,596.08,2000,Q2
ATY,Watertown,SD,573.41,1048.20,2000,Q2
PAH,Paducah,KY,402.95,736.59,2000,Q2
JLN,Joplin,MO,420.45,768.58,2000,Q2
PIB,Hattiesburg/Laurel,MS,388.80,710.74,2000,Q2
JMS,Jamestown,ND,246.56,450.71,2000,Q2
LBL,Liberal,KS,509.67,931.68,2000,Q2
SHD,Staunton,VA,496.78,908.13,2000,Q2
ALS,Alamosa,CO,527.18,963.68,2000,Q2
YAK,Yakutat,AK,259.06,473.57,2000,Q2
HYS,Hays,KS,460.26,841.36,2000,Q2
CVN,Clovis,NM,568.80,1039.77,2000,Q2
DVL,Devils Lake,ND,464.18,848.53,2000,Q2
DDC,Dodge City,KS,475.85,869.87,2000,Q2
WYS,West Yellowstone,MT,489.33,894.51,2000,Q2
BKW,Beckley,WV,336.33,614.81,2000,Q2
OGS,Ogdensburg,NY,303.18,554.21,2000,Q2
MWA,Marion/Herrin,IL,415.61,759.74,2000,Q2
IPL,El Centro,CA,397.01,725.73,2000,Q2
LWB,Lewisburg,WV,417.72,763.60,2000,Q2
LEB,Lebanon-Hanover,NH,570.83,1043.48,2000,Q2
FOD,Fort Dodge,IA,396.35,724.54,2000,Q2
DUT,Unalaska,AK,644.26,1177.71,2000,Q2
PUB,Pueblo,CO,585.82,1070.88,2000,Q2
CGI,Cape Girardeau,MO,343.32,627.60,2000,Q2
MKG,Muskegon,MI,433.47,792.38,2000,Q2
TBN,Fort Leonard Wood,MO,321.06,586.89,2000,Q2
MBL,Manistee/Ludington,MI,569.54,1041.12,2000,Q2
GST,Gustavus,AK,160.63,293.62,2000,Q2
MCW,Mason City,IA,438.74,802.02,2000,Q2
AUG,Augusta/Waterville,ME,313.20,572.53,2000,Q2
TEX,Telluride,CO,685.85,1253.74,2000,Q2
BHB,Bar Harbor,ME,341.63,624.50,2000,Q2
PKB,Parkersburg,WV,608.46,1112.27,2000,Q2
IWD,Ironwood,MI,376.29,687.87,2000,Q2
CEZ,Cortez,CO,558.64,1021.20,2000,Q2
UIN,Quincy,IL,450.91,824.27,2000,Q2
RKD,Rockland,ME,352.27,643.94,2000,Q2
DUJ,DuBois,PA,595.65,1088.85,2000,Q2
MGW,Morgantown,WV,567.81,1037.96,2000,Q2
RUT,Rutland,VT,395.41,722.81,2000,Q2
ENA,Kenai,AK,488.50,892.99,2000,Q2
TUP,Tupelo,MS,467.76,855.06,2000,Q2
LNS,Lancaster,PA,426.39,779.45,2000,Q2
PVC,Provincetown,MA,506.59,926.05,2000,Q2
BRL,Burlington,IA,451.52,825.38,2000,Q2
AIA,Alliance,NE,566.14,1034.92,2000,Q2
AOO,Altoona,PA,449.56,821.80,2000,Q2
SDY,Sidney,MT,462.20,844.91,2000,Q2
TVF,Thief River Falls,MN,369.36,675.20,2000,Q2
HOM,Homer,AK,654.08,1195.67,2000,Q2
MSL,Muscle Shoals,AL,380.48,695.53,2000,Q2
GLH,Greenville,MS,427.77,781.97,2000,Q2
BFD,Bradford,PA,553.78,1012.32,2000,Q2
SLK,Saranac Lake/Lake Placid,NY,430.60,787.14,2000,Q2
MCK,McCook,NE,428.88,784.00,2000,Q2
CDR,Chadron,NE,595.80,1089.13,2000,Q2
ADK,Adak Island,AK,688.51,1258.61,2000,Q2
MSS,Massena,NY,517.58,946.13,2000,Q2
MAZ,Mayaguez,PR,361.53,660.89,2000,Q2
ELD,El Dorado,AR,385.75,705.16,2000,Q2
HRO,Harrison,AR,239.86,438.46,2000,Q2
CNM,Carlsbad,NM,873.22,1596.26,2000,Q2
HOT,Hot Springs,AR,250.67,458.22,2000,Q2
MKK,Hoolehua,HI,44.45,81.26,2000,Q2
MKL,Jackson,TN,536.33,980.42,2000,Q2
VDZ,Valdez,AK,563.86,1030.74,2000,Q2
HVR,Havre,MT,633.50,1158.05,2000,Q2
OLF,Wolf Point,MT,526.20,961.90,2000,Q2
GDV,Glendive,MT,596.80,1090.96,2000,Q2
PDT,Pendleton,OR,274.09,501.05,2000,Q2
GGW,Glasgow,MT,456.50,834.49,2000,Q2
CDB,Cold Bay,AK,597.84,1092.86,2000,Q2
JBR,Jonesboro,AR,467.00,853.68,2000,Q2
MCN,Macon,GA,524.14,958.14,2000,Q2
SGY,Skagway,AK,373.38,682.53,2000,Q2
LNY,Lanai,HI,45.37,82.94,2000,Q2
JHM,Kapalua,HI,105.50,192.86,2000,Q2
SDP,Sandpoint,AK,573.96,1049.21,2000,Q2
UNK,Unalakleet,AK,920.43,1682.55,2000,Q2
FRD,Friday Harbor,WA,352.20,643.83,2000,Q2
HNH,Hoonah,AK,373.50,682.76,2000,Q2
HNS,Haines,AK,394.35,720.88,2000,Q2
ESD,Eastsound,WA,308.88,564.63,2000,Q2
ANI,Aniak,AK,799.17,1460.89,2000,Q2
CEC,Crescent City,CA,333.76,610.12,2000,Q2
FNL,Fort Collins/Loveland,CO,73.00,133.44,2000,Q2
KSM,St. Mary's,AK,492.67,900.60,2000,Q2
AGN,Angoon,AK,504.83,922.84,2000,Q2
AHN,Athens,GA,440.37,805.00,2000,Q2
