Year,Month,Revenue Passenger Miles,Airport Name
2007,4,2561,"- Saginaw/Bay City/Midland, MI: MBS International"
2007,5,2606,"- Saginaw/Bay City/Midland, MI: MBS International"
2007,6,2657,"- Saginaw/Bay City/Midland, MI: MBS International"
2007,7,3220,"- Saginaw/Bay City/Midland, MI: MBS International"
2007,8,2871,"- Saginaw/Bay City/Midland, MI: MBS International"
2007,9,2411,"- Saginaw/Bay City/Midland, MI: MBS International"
2007,10,2540,"- Saginaw/Bay City/Midland, MI: MBS International"
2007,11,2363,"- Saginaw/Bay City/Midland, MI: MBS International"
2007,12,2154,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,1,2012,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,2,1975,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,3,2499,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,4,2248,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,5,2234,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,6,3034,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,7,2670,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,8,2566,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,9,1830,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,10,1940,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,11,1666,"- Saginaw/Bay City/Midland, MI: MBS International"
2008,12,1899,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,1,1539,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,2,1463,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,3,2063,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,4,2070,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,5,2142,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,6,2808,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,7,2253,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,8,2510,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,9,1761,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,10,1765,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,11,1628,"- Saginaw/Bay City/Midland, MI: MBS International"
2009,12,1669,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,1,1940,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,2,1385,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,3,1623,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,4,1754,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,5,1697,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,6,1894,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,7,2083,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,8,2084,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,9,1871,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,10,1902,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,11,1859,"- Saginaw/Bay City/Midland, MI: MBS International"
2010,12,1661,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,1,1565,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,2,1364,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,3,1812,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,4,1815,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,5,2305,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,6,2434,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,7,3117,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,8,2504,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,9,2088,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,10,2112,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,11,2564,"- Saginaw/Bay City/Midland, MI: MBS International"
2011,12,2816,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,1,2562,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,2,2537,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,3,3088,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,4,3112,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,5,3122,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,6,3081,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,7,3056,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,8,3206,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,9,2776,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,10,1762,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,11,1583,"- Saginaw/Bay City/Midland, MI: MBS International"
2012,12,1621,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,1,1338,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,2,1300,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,3,1675,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,4,1665,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,5,1761,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,6,1798,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,7,1885,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,8,1988,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,9,1686,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,10,1768,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,11,1504,"- Saginaw/Bay City/Midland, MI: MBS International"
2013,12,1700,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,1,1275,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,2,1466,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,3,1748,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,4,1989,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,5,2088,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,6,2013,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,7,2125,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,8,2165,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,9,1822,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,10,1855,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,11,1614,"- Saginaw/Bay City/Midland, MI: MBS International"
2014,12,1928,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,1,1659,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,2,1640,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,3,1918,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,4,1865,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,5,1648,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,6,1808,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,7,1960,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,8,1917,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,9,1613,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,10,1767,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,11,1580,"- Saginaw/Bay City/Midland, MI: MBS International"
2015,12,1326,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,1,1357,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,2,1378,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,3,1645,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,4,1822,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,5,1788,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,6,1824,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,7,1884,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,8,1988,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,9,1761,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,10,1745,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,11,1701,"- Saginaw/Bay City/Midland, MI: MBS International"
2016,12,1369,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,1,1257,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,2,1416,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,3,1704,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,4,1560,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,5,1571,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,6,1551,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,7,1585,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,8,1581,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,9,1397,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,10,1615,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,11,1544,"- Saginaw/Bay City/Midland, MI: MBS International"
2017,12,1163,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,1,1232,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,2,1286,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,3,1697,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,4,1726,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,5,1697,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,6,1805,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,7,1898,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,8,1951,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,9,1688,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,10,1901,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,11,1802,"- Saginaw/Bay City/Midland, MI: MBS International"
2018,12,1570,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,1,1404,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,2,1509,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,3,1886,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,4,1807,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,5,1870,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,6,1876,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,7,1751,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,8,2013,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,9,1753,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,10,1863,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,11,1723,"- Saginaw/Bay City/Midland, MI: MBS International"
2019,12,1686,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,1,1502,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,2,1545,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,3,944,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,4,40,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,5,43,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,6,97,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,7,383,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,8,466,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,9,479,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,10,515,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,11,435,"- Saginaw/Bay City/Midland, MI: MBS International"
2020,12,458,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,1,352,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,2,391,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,3,531,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,4,642,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,5,743,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,6,726,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,7,840,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,8,1010,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,9,923,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,10,869,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,11,943,"- Saginaw/Bay City/Midland, MI: MBS International"
2021,12,964,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,1,729,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,2,729,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,3,923,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,4,926,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,5,932,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,6,1012,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,7,877,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,8,857,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,9,840,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,10,886,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,11,770,"- Saginaw/Bay City/Midland, MI: MBS International"
2022,12,939,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,1,881,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,2,879,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,3,1028,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,4,1078,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,5,1199,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,6,1227,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,7,1327,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,8,1364,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,9,1214,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,10,1299,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,11,1146,"- Saginaw/Bay City/Midland, MI: MBS International"
2023,12,1177,"- Saginaw/Bay City/Midland, MI: MBS International"
2024,1,862,"- Saginaw/Bay City/Midland, MI: MBS International"
2024,2,1053,"- Saginaw/Bay City/Midland, MI: MBS International"
2024,3,1196,"- Saginaw/Bay City/Midland, MI: MBS International"
2024,4,1259,"- Saginaw/Bay City/Midland, MI: MBS International"
2024,5,1362,"- Saginaw/Bay City/Midland, MI: MBS International"
2024,6,1397,"- Saginaw/Bay City/Midland, MI: MBS International"
2024,7,1388,"- Saginaw/Bay City/Midland, MI: MBS International"
2002,10,49920,"- Saipan, TT: Francisco C. Ada Saipan International"
2002,11,58769,"- Saipan, TT: Francisco C. Ada Saipan International"
2002,12,67252,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,1,76906,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,2,63262,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,3,47080,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,4,28562,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,5,35143,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,6,36401,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,7,35702,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,8,41271,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,9,52488,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,10,56504,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,11,57983,"- Saipan, TT: Francisco C. Ada Saipan International"
2003,12,59767,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,1,69512,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,2,67560,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,3,60622,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,4,54647,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,5,40995,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,6,50069,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,7,67650,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,8,63231,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,9,65901,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,10,53553,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,11,61440,"- Saipan, TT: Francisco C. Ada Saipan International"
2004,12,64961,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,1,75524,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,2,66263,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,3,62609,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,4,59344,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,5,58096,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,6,63556,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,7,69784,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,8,64925,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,9,64908,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,10,54061,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,11,49600,"- Saipan, TT: Francisco C. Ada Saipan International"
2005,12,52486,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,1,56206,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,2,51641,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,3,48699,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,4,48065,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,5,52842,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,6,52629,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,7,59527,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,8,59066,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,9,49497,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,10,50310,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,11,45567,"- Saipan, TT: Francisco C. Ada Saipan International"
2006,12,50160,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,1,52887,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,2,52656,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,3,43870,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,4,36406,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,5,40254,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,6,50019,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,7,54413,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,8,58967,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,9,38573,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,10,38411,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,11,44619,"- Saipan, TT: Francisco C. Ada Saipan International"
2007,12,47996,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,1,80378,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,2,53338,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,3,50712,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,4,43198,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,5,36452,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,6,46182,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,7,56697,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,8,49742,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,9,41731,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,10,44128,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,11,45293,"- Saipan, TT: Francisco C. Ada Saipan International"
2008,12,46064,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,1,54545,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,2,50582,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,3,41009,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,4,36054,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,5,32862,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,6,31770,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,7,44528,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,8,50086,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,9,42453,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,10,25963,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,11,32800,"- Saipan, TT: Francisco C. Ada Saipan International"
2009,12,41303,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,1,48034,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,2,48908,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,3,48844,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,4,33615,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,5,35823,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,6,36785,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,7,46783,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,8,51740,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,9,41096,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,10,34985,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,11,38607,"- Saipan, TT: Francisco C. Ada Saipan International"
2010,12,42791,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,1,47150,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,2,42972,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,3,37521,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,4,25455,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,5,35283,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,6,37399,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,7,42215,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,8,46755,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,9,40212,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,10,39045,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,11,46858,"- Saipan, TT: Francisco C. Ada Saipan International"
2011,12,49576,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,1,54576,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,2,60061,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,3,57541,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,4,48454,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,5,47130,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,6,48638,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,7,51078,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,8,58950,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,9,48687,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,10,44055,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,11,51983,"- Saipan, TT: Francisco C. Ada Saipan International"
2012,12,56679,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,1,58625,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,2,53728,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,3,60792,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,4,47676,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,5,51728,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,6,51769,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,7,54815,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,8,66534,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,9,53364,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,10,52264,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,11,57332,"- Saipan, TT: Francisco C. Ada Saipan International"
2013,12,56852,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,1,59109,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,2,62583,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,3,66827,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,4,53513,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,5,56946,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,6,61478,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,7,61178,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,8,77503,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,9,64290,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,10,57763,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,11,63823,"- Saipan, TT: Francisco C. Ada Saipan International"
2014,12,70918,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,1,75565,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,2,70548,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,3,67693,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,4,60777,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,5,57314,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,6,50184,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,7,59791,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,8,44337,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,9,51326,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,10,49593,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,11,49930,"- Saipan, TT: Francisco C. Ada Saipan International"
2015,12,54969,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,1,79259,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,2,79468,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,3,65910,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,4,64838,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,5,65414,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,6,68728,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,7,75648,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,8,79512,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,9,70644,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,10,71609,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,11,75835,"- Saipan, TT: Francisco C. Ada Saipan International"
2016,12,90325,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,1,90603,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,2,84441,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,3,60880,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,4,74578,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,5,72551,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,6,81776,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,7,100058,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,8,92527,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,9,77169,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,10,78641,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,11,72684,"- Saipan, TT: Francisco C. Ada Saipan International"
2017,12,78348,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,1,82000,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,2,86528,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,3,83058,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,4,80716,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,5,77410,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,6,80610,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,7,83394,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,8,94567,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,9,46227,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,10,51947,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,11,5601,"- Saipan, TT: Francisco C. Ada Saipan International"
2018,12,49935,"- Saipan, TT: Francisco C. Ada Saipan International"
2019,1,53868,"- Saipan, TT: Francisco C. Ada Saipan International"
2019,2,41462,"- Saipan, TT: Francisco C. Ada Saipan International"
2019,3,63619,"- Saipan, TT: Francisco C. Ada Saipan International"
2019,4,60945,"- Saipan, TT: Francisco C. Ada Saipan International"
2019,5,58992,"- Saipan, TT: Francisco C. Ada Saipan International"
2019,6,38957,"- Saipan, TT: Francisco C. Ada Saipan International"
2019,7,30293,"- Saipan, TT: Francisco C. Ada Saipan International"
2019,8,39723,"- Saipan, TT: Francisco C. Ada Saipan International"
2019,9,31993,"- Saipan, TT: Francisco C. Ada Saipan International"
